filename;part;chroma_stft;rmse;spectral_centroid;spectral_bandwidth;rolloff;zero_crossing_rate;mfcc1;mfcc2;mfcc3;mfcc4;mfcc5;mfcc6;mfcc7;mfcc8;mfcc9;mfcc10;mfcc11;mfcc12;mfcc13;mfcc14;mfcc15;mfcc16;mfcc17;mfcc18;mfcc19;mfcc20;label
v_Future Force - What You Want (Richie Jones Club Mix).wav;part_6;0.09302081;0.49639744;3015.0317099173735;3889.1046985247785;7149.0234375;175.0615234375;-162.99379;128.26527;-19.340828;39.343327;-4.796712;31.633236;-9.858339;17.837036;-4.2481804;12.265533;-2.8526635;7.433281;-3.6932564;4.658475;-1.7778125;-0.30452776;-0.980521;1.3386598;-0.2999642;1.1178517;28
v_Future Force - What You Want (Richie Jones Club Mix).wav;part_7;0.083314195;0.5492458;3113.472194542936;4061.634143860348;7708.88671875;176.02197265625;-191.3373;120.05792;-8.47698;47.76423;-2.7454216;33.230858;-7.3448834;19.335361;-2.6730785;12.414981;-2.7785113;5.779161;-4.3160276;4.3123436;0.14090222;0.9535649;-0.1901949;1.7691321;0.31764376;-0.1166386;28
v_Future Force - What You Want (Richie Jones Club Mix).wav;part_8;0.09709929;0.47523266;2846.441907299081;3747.7504538820667;6610.693359375;172.45068359375;-158.15007;135.16501;-22.107243;36.61272;-5.0684395;31.214748;-10.988348;14.333143;-4.0896053;12.608004;-3.146764;6.4540973;-4.9584904;3.827589;-0.9585091;-0.34296817;-0.30318916;2.680349;0.720727;0.8754569;28
v_Future Force - What You Want (Richie Jones Club Mix).wav;part_9;0.09077627;0.4115553;2697.973929884386;3702.632071557813;6136.962890625;159.9052734375;-184.67769;136.98608;-18.042942;33.33336;-8.952761;28.546227;-4.9808216;16.572897;-4.0877986;7.907178;-4.861351;5.1621504;-6.3310876;0.20285192;-1.9042394;1.8521547;2.0709221;2.4093196;-0.2554785;0.10072583;28
v_Future Force - What You Want (Richie Jones Club Mix).wav;part_10;0.07962203;0.4923159;2723.822034094223;3721.521795800705;6330.76171875;168.8359375;-197.82016;132.4647;-16.604425;43.470917;-0.9086548;31.008183;-3.9705696;17.127731;-4.402111;9.810823;-1.5512698;4.3324566;-4.4929028;2.5263913;0.110549;-1.1560934;-2.6015935;0.24389341;1.6510377;1.2829475;28
v_Future Force - What You Want (Richie Jones Club Mix).wav;part_11;0.097798795;0.47172052;2878.3299816869294;3763.1970832607585;6696.826171875;175.95361328125;-159.1761;133.67526;-22.507286;38.3899;-5.7445693;30.731194;-7.4320226;18.19697;-3.6183228;9.543999;-4.2259665;5.371316;-4.8085146;2.4581296;-1.5638273;0.57068634;1.1059941;2.701614;0.6774181;1.0572731;28
v_Future Force - What You Want (Richie Jones Club Mix).wav;part_12;0.06910744;0.34409076;2098.4161680242782;2944.4811020937946;3768.310546875;123.08349609375;-223.84485;165.77078;-25.962738;26.378468;2.0792294;15.930206;-8.049503;-0.36504114;-6.599291;2.9744227;-4.2118855;5.023353;-4.7156534;1.4650567;-2.260847;-1.8352442;-0.58418393;-0.78754246;-4.437421;-5.317007;28
v_Future Force - What You Want (Richie Jones Club Mix).wav;part_13;0.07376013;0.61410856;3039.871061538655;4164.045982068049;8031.884765625;163.455078125;-260.3639;97.20566;-2.328224;45.607105;-7.6482496;36.592354;5.936818;23.806591;-0.37759966;13.811653;7.0381713;14.176976;6.8130436;10.015562;8.0673485;8.629137;4.681449;3.9222426;-0.32543626;-4.2349124;28
v_Future Force - What You Want (Richie Jones Club Mix).wav;part_14;0.07171843;0.66648793;3383.420804856968;4206.791126026159;8333.349609375;180.1962890625;-236.42624;96.090485;-5.882876;53.735184;-9.227555;31.983063;2.8421183;25.502903;3.3910322;14.396322;2.551102;9.399797;3.3495436;7.1558695;3.3448327;3.0481818;2.1427608;4.126548;1.4003398;-1.7924138;28
v_Future Force - What You Want (Richie Jones Club Mix).wav;part_15;0.06668076;0.5840888;3005.179599617498;3936.2552943118826;7299.755859375;165.8505859375;-233.85437;111.48375;-11.4852295;46.723732;-9.319008;28.982319;4.258142;23.159164;3.7329686;10.623732;-0.25141358;5.5189934;6.6147127;7.757429;1.974567;-1.2088007;-0.42243457;3.8650758;0.4919722;-1.9923861;28
v_Future Force - What You Want (Richie Jones Club Mix).wav;part_16;0.0317578;0.4904585;2975.9474724696092;3773.2560343213477;6632.2265625;228.3642578125;-302.51135;100.79343;-19.662018;21.638494;-10.429011;18.124968;1.4973867;14.269909;2.1923482;9.764652;2.7005627;6.9813824;0.63452476;2.5673413;1.1222448;0.5870881;0.05571878;3.0258713;3.3207724;2.073325;28
v_Future Force - What You Want (Richie Jones Dub).wav;part_0;0.05647703;0.7149062;3313.03068471219;3977.240891654371;7751.953125;224.02294921875;-281.1084;70.75536;-24.211224;42.79875;-9.615472;26.054737;5.7014546;18.958454;6.181337;14.235594;9.292529;11.004326;5.3765125;7.026828;5.9778337;4.6504993;4.8869114;9.049143;8.597571;5.3585143;29
v_Future Force - What You Want (Richie Jones Dub).wav;part_1;0.0707991;0.6624609;3499.670175876475;3946.7698326497666;8042.6513671875;241.56005859375;-238.67807;95.09007;-25.117102;44.82122;-19.972822;23.947937;2.929812;21.791683;5.1840367;14.999765;6.489175;8.342949;4.71224;5.6271944;5.057347;3.3095345;3.2453897;6.727297;5.9125104;1.6827958;29
v_Future Force - What You Want (Richie Jones Dub).wav;part_2;0.0712968;0.5587551;2612.95345262154;3517.2929976718433;6395.361328125;175.220703125;-269.9776;108.6768;-23.44631;43.135094;-8.414608;30.142746;13.75613;24.514465;12.492055;13.872955;4.2781954;5.5743637;14.015322;11.973446;2.6351805;-3.202461;-1.9579914;9.803219;6.65648;2.8568215;29
v_Future Force - What You Want (Richie Jones Dub).wav;part_3;0.10632147;0.6782795;3118.70844995824;3853.4629496135776;7342.822265625;174.8603515625;-237.99039;95.04844;-19.387909;55.5474;-6.0668173;30.896421;9.283426;22.77747;7.861806;14.968777;8.095001;9.748449;5.067992;5.2645206;3.914751;2.4733167;2.027742;6.2751894;4.969495;2.0157733;29
v_Future Force - What You Want (Richie Jones Dub).wav;part_4;0.093349956;0.63295245;2739.1981849032654;3630.271757738047;6503.02734375;154.6416015625;-223.40627;120.06252;-19.690674;48.15985;-9.758768;26.607197;7.9185576;19.84341;7.5678463;11.277419;4.020718;5.3049126;5.9531345;5.7825174;2.2523708;-0.829503;-0.57990944;4.79556;2.5743408;0.45221928;29
v_Future Force - What You Want (Richie Jones Dub).wav;part_5;0.0767431;0.6446589;2745.936015136941;3550.7992572598478;6352.294921875;170.68408203125;-255.71927;108.82373;-26.047947;46.413876;-4.215061;26.182148;9.877455;19.000294;8.427877;14.800763;9.325708;8.558355;4.867834;5.6234508;3.3941803;1.913991;1.42956;6.320022;5.032645;2.3764858;29
v_Future Force - What You Want (Richie Jones Dub).wav;part_6;0.10742286;0.65143746;2803.289041214719;3670.3295312549635;6653.759765625;148.8388671875;-214.12215;118.78418;-22.055223;50.430412;-9.945896;27.323185;8.70439;20.086182;8.340918;11.480951;3.7726414;4.780787;5.938999;6.157713;2.975279;-0.5734777;-0.76677704;4.747787;2.6439214;0.61768687;29
v_Future Force - What You Want (Richie Jones Dub).wav;part_7;0.10445083;0.64521456;2614.832234434598;3537.2290845591306;6223.095703125;145.1640625;-236.3378;119.49074;-25.080967;47.265846;-6.8564434;31.86014;14.06918;20.57011;10.678467;12.753576;7.4463654;7.1816826;6.4892793;6.847516;5.009428;0.20113009;-0.37231612;3.3422148;2.584622;0.2935185;29
v_Future Force - What You Want (Richie Jones Dub).wav;part_8;0.030260045;0.5349977;2237.045847223157;3149.489610955547;4285.107421875;169.2275390625;-281.5469;126.39404;-35.47267;11.99512;-17.044956;3.9094782;0.5787939;8.783745;3.873712;6.9605303;4.49361;5.56423;1.3694851;3.5708745;1.9743805;0.92726946;2.8329105;6.8920574;5.779208;4.905488;29
v_Future Force - What You Want (Rim Job Dub).wav;part_0;0.10502849;0.7263949;3642.3286973057793;4790.690553876656;10034.47265625;203.5654296875;-264.76004;51.170547;-4.255742;46.779957;-1.2230566;42.364334;4.448519;27.019606;2.228607;22.829456;0.4315067;18.764248;6.0014353;9.353743;8.89315;5.4715023;5.115503;8.138687;4.3878956;3.0506325;30
v_Future Force - What You Want (Rim Job Dub).wav;part_1;0.11872341;0.71464336;3405.847406722627;4422.595802831126;8742.48046875;172.4970703125;-195.4445;91.94671;-14.912725;43.645355;-4.026396;41.16873;4.8694005;27.490837;2.6171963;22.695984;0.9771011;13.371398;1.0115336;7.1054935;3.3760583;2.3722248;3.281863;6.387291;1.588902;0.74517715;30
v_Future Force - What You Want (Rim Job Dub).wav;part_2;0.13091195;0.40531528;3107.9091478289947;4022.116360159424;7321.2890625;174.77587890625;-164.05154;116.65373;-31.064665;21.085564;-16.044617;42.401726;9.471056;26.819532;0.415834;18.136778;0.40226144;15.987354;-1.0758686;5.071539;-0.33930343;0.8309448;0.95596224;3.8014052;-0.73251146;0.62283957;30
v_Future Force - What You Want (Rim Job Dub).wav;part_3;0.07637695;0.25427145;4288.855895495105;4614.0454711960665;9517.67578125;268.20166015625;-191.96709;91.24551;-21.66875;-1.8417796;-43.813408;26.115257;-7.366126;18.24215;3.753274;17.695557;-1.6264188;17.74247;-0.55765235;4.243232;-3.2266164;-0.26752424;-0.7851018;2.4960184;2.034113;4.7125416;30
v_Future Force - What You Want (Rim Job Dub).wav;part_4;0.09077939;0.38298202;3673.6563544418123;4199.9269573978645;8419.482421875;240.599609375;-182.73639;101.34589;-35.873005;8.215447;-23.786491;33.884274;0.138942;20.315418;5.12147;15.393023;1.7430071;18.256374;0.27452835;5.1489143;-1.9232075;2.2525008;2.0501626;3.4733253;0.89333117;3.9398313;30
v_Future Force - What You Want (Rim Job Dub).wav;part_5;0.07181773;0.480838;3084.194429292289;4258.47027014865;8118.017578125;183.689453125;-242.49982;106.33288;-7.003967;31.03101;-10.170441;39.916016;-4.885808;19.765675;1.7780309;18.005173;-4.369127;15.502933;-1.0412493;0.74391234;-1.4325587;-2.0940623;-0.113735914;3.484354;-1.5650079;-2.2754157;30
v_Future Force - What You Want (Rim Job Dub).wav;part_6;0.106458664;0.49383825;2822.0193515789824;3981.855696776887;6998.291015625;121.14697265625;-193.29292;121.16365;-18.975164;32.612354;-7.5399175;37.20214;-2.2777708;21.065788;2.750575;21.471588;1.5251162;14.539878;5.396488;5.9622164;1.285726;-1.6797041;0.2881379;1.8394763;-2.6299918;-1.102756;30
v_Future Force - What You Want (Rim Job Dub).wav;part_7;0.13827473;0.40530646;2686.6608632602934;3569.056081100421;5964.697265625;133.6455078125;-150.88551;133.59471;-34.017395;22.83905;-12.956392;33.991707;2.9247093;24.143562;5.892026;15.216105;0.65116036;15.196024;7.321647;7.299571;-4.6853676;-1.316004;0.7489733;1.3298235;-2.8558493;3.099227;30
v_Future Force - What You Want (Rim Job Dub).wav;part_8;0.043421682;0.33460802;3020.523915390421;3799.0826082219733;7019.82421875;168.73095703125;-252.12172;121.01;-14.077618;7.725568;-17.560652;24.00122;-0.4955214;13.304492;-0.18440759;7.467561;-2.7433097;8.150265;1.0035822;-0.67625177;-2.2428327;-2.2110636;-0.67145467;1.058338;-0.7612392;1.4317183;30
v_Future Force - What You Want (Rim Job Dub).wav;part_9;0.034451798;0.31334186;2560.4459842271763;3504.372569420931;5490.966796875;147.908203125;-273.464;133.57117;-12.913883;-5.129389;-15.032335;23.550344;2.535994;6.71258;-0.19398981;3.4951181;-1.9915569;-0.7009816;-6.5303154;2.7239642;1.3291383;2.0360203;-1.0537114;-0.0047159195;-3.792272;-0.3734993;30
v_Future Force - What You Want (Rim Job Dub).wav;part_10;0.072497755;0.32734284;3297.810998703918;3880.1938550162845;7321.2890625;246.74267578125;-168.7522;122.355896;-35.551178;13.537174;-25.69577;27.461647;-3.6976166;14.738607;2.3574777;16.240685;-2.4965234;7.852248;-0.27282917;5.516753;1.5283887;1.8213353;0.3387571;3.5342255;-2.8912337;1.024514;30
v_Future Force - What You Want (Rim Job Dub).wav;part_11;0.13362752;0.49825358;2394.8178787086954;3319.276502369909;5081.8359375;121.15087890625;-169.90193;141.15683;-37.29049;24.922089;-7.7120695;34.745583;2.655472;19.859135;8.977587;21.097054;3.3798046;8.888338;4.3987274;6.2247715;-1.3152786;-2.6505594;1.7839826;4.251301;-1.2312894;0.16745368;30
v_Future Force - What You Want (Rim Job Dub).wav;part_12;0.110678494;0.67795694;2499.2995023770573;3615.524789557824;6007.763671875;110.22509765625;-214.14697;118.289185;-30.829529;31.267178;-5.2042017;33.413086;5.472645;17.616753;8.758814;18.890015;4.9776216;9.160969;6.4095945;7.247819;5.9031873;1.2674654;5.6659293;6.8164635;3.041614;0.52745545;30
v_PSB - Before (12RDJD 6431 A).wav;part_0;0.032792263;0.73623395;5177.7564022749475;4435.424727097074;10895.80078125;393.5263671875;-281.71408;31.091621;-19.124134;45.22584;-12.285679;30.540035;-1.523494;26.255949;3.7301478;18.01203;8.101066;15.262354;4.62706;9.375586;5.8572636;8.155903;7.4046984;9.233017;4.9822307;2.3407;31
v_PSB - Before (12RDJD 6431 A).wav;part_1;0.05666864;0.5344024;4755.889348041536;4514.931549490517;10443.603515625;335.416015625;-197.71808;82.59377;-21.510868;37.341103;-26.182442;23.517662;-14.243118;19.931564;-8.092419;10.053684;-0.7125782;11.357477;-1.0529232;5.982393;2.880985;8.043972;6.2559013;8.973444;2.4895287;1.1773281;31
v_PSB - Before (12RDJD 6431 A).wav;part_2;0.045562986;0.3132069;2703.412946011;3488.8693576325404;5426.3671875;184.67919921875;-222.28716;147.68883;-20.859234;16.949886;-18.724604;11.9684;-17.303167;11.186813;-11.206194;-1.1638212;-2.404747;4.0554857;-2.449008;-1.4706073;-1.1745803;2.5129366;0.19947675;-0.248338;0.20476641;-4.901216;31
v_PSB - Before (12RDJD 6431 A).wav;part_3;0.069831386;0.5194589;3494.0814482968362;4047.0245953061844;8074.951171875;221.62744140625;-164.4241;123.44715;-21.0673;37.509666;-19.176777;20.584127;-14.391915;15.885815;-8.364239;8.380191;-1.3673747;8.107384;-2.148828;2.9370828;1.2941194;2.748855;-0.044879496;0.8514358;-1.1818941;-2.934544;31
v_PSB - Before (12RDJD 6431 A).wav;part_4;0.092667;0.57645786;3621.518126294025;4223.978694728132;8699.4140625;199.6953125;-151.53333;116.94501;-12.4440365;46.330956;-15.178947;28.90356;-10.4141865;20.020874;-3.8546195;13.802441;3.0664082;11.167675;-0.5216954;3.807547;0.4868501;3.6675138;0.59511435;1.9605145;-0.8426727;-0.9528897;31
v_PSB - Before (12RDJD 6431 A).wav;part_5;0.08660308;0.6113652;3606.2880653493567;4236.004636243697;8720.947265625;195.611328125;-161.07413;115.599686;-12.617278;46.975292;-12.849756;30.646175;-8.915003;19.597195;-4.2619066;13.267366;3.1145658;10.638212;0.059017092;4.151149;1.2008226;3.5295517;0.8561903;2.0724452;-0.20765328;-0.17565697;31
v_PSB - Before (12RDJD 6431 A).wav;part_6;0.09320332;0.5978288;3595.8128067466805;4186.446704486572;8548.681640625;204.02001953125;-144.16626;117.193115;-16.872623;45.19873;-15.278381;29.682745;-9.424429;20.193075;-4.234577;13.440594;2.7192245;10.229043;0.20125863;4.434592;1.3582847;4.1806216;1.4452285;2.8054228;-0.12981862;-0.15825066;31
v_PSB - Before (12RDJD 6431 A).wav;part_7;0.085412666;0.59134996;3714.3714832039896;4285.741069731675;8968.5791015625;211.5166015625;-155.65866;114.053474;-13.685416;43.575214;-16.707603;29.2023;-9.447954;19.936838;-4.175829;12.5545635;2.366622;9.691618;-0.52772677;3.3358347;0.7080165;3.8944964;1.9092405;2.3791564;-0.28132707;-0.36194706;31
v_PSB - Before (12RDJD 6431 A).wav;part_8;0.07118164;0.5017596;3150.56304071829;3822.98297115165;7299.755859375;195.74365234375;-170.5745;129.38217;-21.243242;40.62168;-15.806271;20.507647;-9.711342;15.83758;-2.3894682;8.721142;1.4063346;6.3986263;-1.1158621;2.2103007;-0.7711538;2.328096;0.11110097;0.095357776;-1.7438562;-1.3068224;31
v_PSB - Before (12RDJD 6431 A).wav;part_9;0.08559097;0.5646243;3527.9095580308513;4137.083525768668;8397.94921875;205.43115234375;-144.6706;122.10876;-15.855476;44.094257;-18.325493;26.099745;-10.608655;18.215435;-4.1033154;11.234408;2.2138681;9.762163;-0.8576091;3.7936893;1.2346494;3.76513;0.60428756;1.5964271;-0.9149633;-1.2845223;31
v_PSB - Before (12RDJD 6431 A).wav;part_10;0.09701548;0.5769883;3423.160528217526;4086.731714569545;8096.484375;188.6474609375;-139.0061;123.89566;-18.005865;42.98254;-15.398956;27.622005;-9.773982;19.08006;-4.8876724;11.476242;3.0053344;9.647801;-0.23972839;3.9717085;1.6004317;3.662348;1.5319399;2.9200516;0.036564477;-0.65136075;31
v_PSB - Before (12RDJD 6431 A).wav;part_11;0.09262954;0.5920601;3335.154011692117;4050.8253234496597;7881.15234375;183.3408203125;-142.78825;124.5522;-20.031313;42.874672;-13.419795;28.518982;-7.575198;17.932259;-5.9439173;10.646788;2.2701354;9.129014;-0.21971059;3.7680569;1.9139688;3.486624;1.668605;2.5640192;0.13308321;-0.37086412;31
v_PSB - Before (12RDJD 6431 A).wav;part_12;0.070352025;0.6518541;3983.1110895510847;4274.16594162796;9237.744140625;274.552734375;-192.88605;95.23018;-21.916813;47.239517;-12.405367;30.599815;-6.2903824;18.537338;-2.61653;13.334601;4.287488;8.366692;-0.4093972;3.874699;2.1074615;3.5695622;3.408957;4.603812;1.3987695;0.7781583;31
v_PSB - Before (12RDJD 6431 A).wav;part_13;0.058431305;0.49978012;4140.060012784212;4336.103573635475;9517.67578125;272.69775390625;-195.34102;97.064896;-22.760855;37.747997;-26.767475;18.813885;-12.746281;16.99334;-5.754218;7.7652254;1.1436275;9.453299;0.7995296;5.1011763;3.89528;6.9883633;7.0948386;8.251105;3.0274959;0.7044023;31
v_PSB - Before (12RDJD 6431 A).wav;part_14;0.048490636;0.56265575;3365.5056817357263;4173.535779205267;8161.083984375;189.779296875;-217.23694;108.57385;-14.407466;32.17553;-16.407492;20.368813;-5.332699;14.880053;-1.8395706;7.2793;3.326418;8.842205;1.6931801;4.102228;3.9027324;4.9444265;4.3808885;4.6409264;2.3277025;-0.7829194;31
v_PSB - Before (12RDJD 6431 B).wav;part_0;0.04461671;0.6886269;4482.624220312015;4034.6331263870807;9237.744140625;222.37255859375;-282.53574;41.084457;-31.211456;67.75624;-0.48219946;31.52446;5.4960012;28.567822;10.304812;18.00301;4.263999;9.204538;5.891731;4.000536;4.3132043;9.638117;7.4195986;7.7432957;5.3259134;4.22653;32
v_PSB - Before (12RDJD 6431 B).wav;part_1;0.0648865;0.67726314;5063.905889083366;4512.254993451132;10852.734375;323.55419921875;-220.68439;46.81411;-29.129421;53.41709;-4.3798738;32.14291;-0.39751977;26.934769;0.012248993;19.054884;-1.0572757;14.167902;2.3314562;7.3872952;2.9479449;9.888981;4.28198;7.7031198;3.291978;3.7924626;32
v_PSB - Before (12RDJD 6431 B).wav;part_2;0.07972951;0.36686152;4139.600522549144;4379.54977144551;9302.34375;257.10693359375;-169.68803;89.58743;-22.917433;53.979073;-5.9784;31.949814;-10.275209;14.854225;-7.107357;9.777288;-9.438784;7.2625933;-0.5975721;3.6406062;-0.07058126;7.4555817;3.369708;6.4974427;1.774432;2.0805697;32
v_PSB - Before (12RDJD 6431 B).wav;part_3;0.07597402;0.46629965;3997.491918196828;4213.484530087251;9065.478515625;263.41455078125;-170.32318;102.63677;-17.166367;45.234665;-18.910295;20.886219;-7.5688562;17.338112;-4.3523264;13.000849;-3.765376;8.338795;2.0493898;3.477602;2.4932477;3.5994802;1.6271471;3.697199;2.4201868;2.9881864;32
v_PSB - Before (12RDJD 6431 B).wav;part_4;0.110307485;0.50719243;4031.1785510543987;4423.73149422826;9388.4765625;238.27880859375;-140.58577;100.593094;-16.966461;50.31656;-10.715502;27.48801;-6.015417;19.72065;-4.749548;16.346672;-2.4493203;10.914814;2.747541;4.9922285;3.6984644;2.8268433;3.1424847;4.0700283;2.4935634;2.2558322;32
v_PSB - Before (12RDJD 6431 B).wav;part_5;0.10572097;0.5715686;4457.804673508329;4495.602622288276;10034.47265625;278.97802734375;-149.69696;84.6868;-19.628794;59.145203;-4.9477344;32.63258;-4.049035;23.851786;-2.6141028;15.293948;-3.172318;9.33679;2.492486;3.320269;4.4933214;4.674175;4.3706203;4.3628097;2.8511643;1.4168605;32
v_PSB - Before (12RDJD 6431 B).wav;part_6;0.11500143;0.64770997;4088.82764185059;4448.681280179215;9410.009765625;244.44580078125;-152.96138;94.91725;-14.090909;60.856644;-3.38237;30.387312;-1.5334139;22.742968;-2.2908738;15.362125;-3.690802;7.792576;0.9131429;3.2906764;3.2965944;3.75551;2.8884215;3.6055398;2.2050095;1.9403045;32
v_PSB - Before (12RDJD 6431 B).wav;part_7;0.11253667;0.58573115;3711.5367129719657;4287.958211054906;8785.546875;200.65576171875;-169.02432;105.338905;-12.561977;54.69288;-7.4015365;29.789246;-2.147313;21.105736;-0.44845903;12.571362;-3.2821498;7.33337;1.9066849;3.730843;3.2825902;4.151991;3.2719274;3.4670417;2.93158;2.8782952;32
v_PSB - Before (12RDJD 6431 B).wav;part_8;0.11090973;0.61351645;3878.334590238319;4272.7072987334805;8764.013671875;225.06787109375;-143.74971;104.901215;-17.920982;56.850994;-7.2589025;26.353996;-2.171322;20.770271;-0.91560066;12.311465;-4.5519333;7.347229;0.45777664;3.922184;1.655712;4.3646607;1.8283014;3.447297;2.9463146;2.2573977;32
v_PSB - Before (12RDJD 6431 B).wav;part_9;0.09558606;0.5157473;3441.147576102933;3925.3469647423562;7730.419921875;203.1611328125;-178.583;116.79591;-18.246874;51.16521;-15.374279;25.004187;-0.9413222;21.83517;-0.83694994;7.084105;0.8375706;4.42752;1.8919175;-1.512846;-3.9652119;3.4537702;2.1099868;1.7518061;-0.4121341;1.159054;32
v_PSB - Before (12RDJD 6431 B).wav;part_10;0.1207704;0.5098491;3884.9000809421077;4307.450472997579;8850.146484375;225.298828125;-125.62444;104.30303;-19.547436;51.329933;-10.983495;24.797832;-3.7055397;18.646374;-2.5278826;13.760153;-2.4756484;8.229905;2.1311793;3.3294644;2.625127;3.1342418;2.841793;4.441948;2.5704892;2.770647;32
v_PSB - Before (12RDJD 6431 B).wav;part_11;0.11744698;0.5675925;3875.131302374453;4265.4019473592925;8677.880859375;227.8564453125;-128.30031;105.27414;-21.743162;54.01993;-6.758177;25.825603;-2.5102649;20.1492;-1.3188816;12.898136;-4.2743435;6.6475096;1.2511679;2.6504498;2.9463644;3.3814042;2.325005;3.525803;2.6174784;3.0975657;32
v_PSB - Before (12RDJD 6431 B).wav;part_12;0.08982912;0.60836494;4175.813874228664;4347.004929053382;9194.677734375;257.05029296875;-171.0958;85.17752;-23.94989;51.787125;-3.5954785;29.567345;2.6181645;22.822714;0.7616449;14.081735;-3.0897424;5.392086;0.60538006;2.2725081;2.9840767;2.4180532;2.3073976;3.900744;4.216139;5.043847;32
v_PSB - Before (12RDJD 6431 B).wav;part_13;0.06901735;0.6225444;4434.823870897991;4340.025073095078;9539.208984375;271.59375;-190.67856;72.02922;-25.9641;49.093826;-5.876898;25.283192;2.28117;20.03717;0.6868172;12.076353;-1.8167794;5.332203;1.051369;3.3860102;3.2789202;3.352234;3.2832398;5.3115864;4.986323;5.683963;32
v_PSB - Before (12RDJD 6431 C1).wav;part_0;0.0510441;0.70621914;2934.58437328108;4119.459320366332;7170.556640625;162.9814453125;-312.2306;92.4066;-11.532787;33.417183;9.50126;29.111832;12.328592;23.364403;8.82761;13.15839;6.2165194;10.7187;5.5632224;6.7069864;6.3529763;4.1577606;2.5414593;4.9302273;4.88388;0.11426305;33
v_PSB - Before (12RDJD 6431 C1).wav;part_1;0.08927936;0.68399525;2805.1380863463864;3680.172406025353;6427.6611328125;117.4111328125;-217.18524;121.66336;-25.913177;44.332592;-5.2603354;28.228046;6.7432795;25.458998;1.7648952;12.727145;1.580946;11.867287;2.9031;6.161751;4.143088;3.7076;2.1125026;5.288041;4.7758904;0.2245565;33
v_PSB - Before (12RDJD 6431 C1).wav;part_2;0.11159298;0.633571;1937.6456352048672;2883.1296576188424;3940.576171875;89.37939453125;-220.61331;150.0755;-18.529152;32.612015;-3.825163;28.310799;9.22195;26.00334;5.085655;9.014877;5.803384;10.11452;4.516266;3.6291192;4.9028177;7.167973;3.7152507;6.2777386;2.9611917;-1.4363352;33
v_PSB - Before (12RDJD 6431 C1).wav;part_3;0.11868332;0.6446575;2258.3980069261906;3300.4990847230956;4974.169921875;110.4189453125;-176.42343;145.2063;-26.517433;37.5375;-5.02641;28.689987;0.89417905;23.163364;0.100313276;13.080175;5.5034385;11.8686495;1.3299435;2.927433;2.553308;8.1047325;3.6856806;2.6577082;0.13552007;-1.4641643;33
v_PSB - Before (12RDJD 6431 C1).wav;part_4;0.120223716;0.62719625;2244.3248839401367;3335.99350717819;4995.703125;111.5458984375;-170.8374;147.39536;-25.335697;41.275146;-3.2009869;24.697638;-4.8104606;21.364758;2.395093;13.244698;3.628405;8.580112;2.3799057;4.304326;-0.5042064;5.555517;2.1748967;1.0782019;3.6021013;2.738975;33
v_PSB - Before (12RDJD 6431 C1).wav;part_5;0.09113963;0.5317154;2338.00443477697;3332.2166503360427;5038.76953125;126.90576171875;-206.85052;142.12213;-17.639599;32.65855;-8.481265;22.296368;0.23986748;18.083378;-4.383835;7.690798;5.346058;9.902425;-3.4647255;-1.9459302;2.3200207;9.688702;2.8542752;2.037218;2.074864;-1.5882227;33
v_PSB - Before (12RDJD 6431 C1).wav;part_6;0.042435437;0.28813496;1880.166829124042;2632.52416289715;3596.044921875;133.25927734375;-285.34183;159.87746;-14.503084;25.164003;-5.470043;4.3538265;-5.5506506;8.140224;-3.4614344;-8.5858;4.248335;-0.32060614;-1.0163922;-6.0040197;-1.366309;4.8597817;0.061601147;0.8307344;-2.0699565;-5.881134;33
v_PSB - Before (12RDJD 6431 C1).wav;part_7;0.10971922;0.6066643;2314.058014176485;3186.4673951373716;4909.5703125;114.00341796875;-179.38635;147.12729;-29.391376;36.374947;-7.200449;24.05357;2.728589;20.678608;1.3954248;9.981579;7.7044787;12.7737255;4.9917393;3.3568373;3.9777102;5.7650137;2.204128;1.2862921;1.7783512;-0.7965934;33
v_PSB - Before (12RDJD 6431 C1).wav;part_8;0.10808186;0.61943746;2161.30791703869;3044.6517910720363;4468.1396484375;100.6650390625;-187.7085;151.3443;-32.634274;34.767975;1.6099131;27.07175;-2.5989027;18.727623;5.0878296;13.655772;6.828755;8.656905;2.877491;4.1585326;0.6746787;5.420789;2.5319114;-0.17189737;2.6551208;1.676646;33
v_PSB - Before (12RDJD 6431 C1).wav;part_9;0.11199412;0.6333924;2014.5790132274437;2950.541870810637;4145.1416015625;89.3974609375;-201.32962;148.24255;-28.317318;44.10196;7.023163;28.680248;5.977516;20.296085;1.053962;6.7969737;1.95486;8.964241;0.796953;2.0818467;4.481489;3.460826;1.2918241;3.12964;2.9184697;-1.361242;33
v_PSB - Before (12RDJD 6431 C1).wav;part_10;0.10966268;0.64095;2119.9618741060485;2882.940596682327;4177.44140625;109.16943359375;-203.29468;151.20152;-30.096264;40.490593;3.9290047;26.592234;5.8980427;20.404305;-0.59440845;6.5977182;7.569049;11.854195;-0.047772434;-0.46685755;5.405225;6.586773;2.167159;1.2427844;2.5889344;-1.776962;33
v_PSB - Before (12RDJD 6431 C1).wav;part_11;0.10072823;0.69566905;2773.90156428534;3538.808382609218;6180.029296875;135.3681640625;-198.56825;123.701614;-37.760582;43.022682;-1.1624329;30.922306;5.302902;23.835625;2.8626547;13.434877;2.9498236;11.218727;2.4476955;5.008088;4.0791464;3.9632335;1.3410232;3.619904;3.6939232;1.5065811;33
