;Unnamed: 0;grupo;filename;part;amplitude_envelope;chroma_stft;rmse;spectral_centroid;spectral_bandwidth;rolloff;zero_crossing_rate;mfcc1;mfcc2;mfcc3;mfcc4;mfcc5;mfcc6;mfcc7;mfcc8;mfcc9;mfcc10;mfcc11;mfcc12;mfcc13;mfcc14;mfcc15;mfcc16;mfcc17;mfcc18;mfcc19;mfcc20;label;rmse_norm;spectral_centroid_norm;ratio;rank;parts_per_song
690;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_4;0.36720276;0.11467616;0.47370476;4656.500519101084;4698.695338029174;10397.845458984377;52.9844970703125;-167.3174;86.34331;-16.838902;40.155598;-8.440042;35.135788;-11.387171;16.86702;-8.854944;15.778188;-8.833491;14.696962;-1.8455408;10.722892;4.2024913;9.692611;1.9940037;3.2628853;-4.597261;-1.4522222;26;0.5808123625786619;0.8781248692005095;1.5118908029124145;7.0;27.0
691;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_5;0.25266266;0.06727479;0.31224638;4675.980142721275;4627.0512305300845;10422.0703125;63.9072265625;-179.46648;88.33059;-24.537893;31.985802;-14.839674;27.268843;-15.819505;12.653579;-11.061609;14.691453;-7.222233;11.0719385;-7.6127663;2.53967;-2.4433324;-0.5799755;-3.4319072;1.7638606;-1.979999;1.0296584;26;0.15278580589678373;0.8844420475866437;5.788771034032697;3.0;27.0
692;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_6;0.37953186;0.11656006;0.41547936;4171.715158632031;4580.575892860206;9703.399658203123;49.58984375;-145.17755;100.89921;-20.104345;33.156925;-13.597052;31.136385;-12.8025255;18.758602;-7.7586474;16.844864;-4.695841;14.163219;-2.4743934;6.8654914;-0.67395437;4.6582565;0.56166196;5.7755117;1.763445;2.627093;26;0.42645668606670245;0.7209105584529931;1.6904660707798937;5.0;27.0
694;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_8;0.39866638;0.12786928;0.4229669;3804.248707524124;4530.74149741505;9393.85986328125;39.2220458984375;-168.94008;105.32604;-4.6782475;46.37363;-4.8755436;35.17703;-10.680977;15.148113;-9.693901;17.427595;-7.890529;13.907565;-1.1487361;6.0360985;1.4497302;3.0136;-0.61341625;3.651408;0.42223;3.4231534;26;0.4463061727531031;0.6017423872485879;1.3482726074269922;13.0;27.0
695;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_9;0.40724182;0.12889129;0.42381158;4120.376313528156;4600.690985506159;9722.2412109375;44.3748779296875;-143.59183;103.036736;-15.063404;37.891693;-10.769307;31.324823;-11.008849;17.929255;-8.040111;16.972042;-4.8599668;13.623863;-1.3430853;7.8767962;-0.65600544;3.5529015;-0.994329;4.708857;2.1761148;3.3207452;26;0.44854542148022436;0.7042615384830627;1.570100829831149;6.0;27.0
698;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_12;0.41279602;0.12909138;0.4431494;4046.79195527604;4547.154336173594;9714.166259765623;44.2735595703125;-148.90906;103.39102;-11.091188;44.48553;-6.587992;33.90496;-8.535408;17.037203;-8.549236;15.815318;-8.17466;11.507404;-1.8234441;6.0736914;0.77807397;3.3849757;0.6532391;4.838395;1.5385077;4.0817494;26;0.4998100291663287;0.6803983711769964;1.361313962250587;12.0;27.0
699;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_13;0.40896606;0.12793273;0.44147658;3976.961590117952;4432.897657675623;9253.89404296875;45.063720703125;-142.07693;104.043015;-20.344492;34.854916;-11.618528;31.56993;-13.110307;14.656266;-7.2757683;17.72624;-2.9128249;12.125872;-2.3725843;7.8423605;-1.0877768;2.6613383;-1.1831629;6.631559;4.58655;4.4018135;26;0.4953753792921718;0.6577526115836082;1.327786238636754;15.0;27.0
700;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_14;0.38500977;0.122112334;0.4282946;4068.141762414838;4516.9716684299065;9380.401611328123;48.1201171875;-156.23048;102.742256;-13.736231;37.93477;-12.215416;32.909878;-11.920999;13.812817;-9.927689;13.530965;-4.147186;12.8936405;-3.66719;5.2967873;-0.6219913;3.8034756;-1.4579502;4.932194;5.033245;5.064693;26;0.46042991836503144;0.6873220439765854;1.4927831936231228;9.0;27.0
701;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_15;0.35646057;0.0991513;0.25461316;4211.978448662589;4476.144499162968;9549.9755859375;58.6817626953125;-164.31152;98.27763;-17.301764;32.664917;-15.152321;30.181879;-14.621194;13.1099415;-9.509458;8.276565;-12.374174;8.013963;-12.391627;-0.22925608;-2.4321232;4.647136;0.19935372;2.504165;-2.6669827;-0.09667578;26;0.0;0.7339678120475673;inf;1.0;27.0
702;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_16;0.34648132;0.10379924;0.33379608;4088.553912171767;4411.222036401552;9275.42724609375;51.64013671875;-176.56854;100.35267;-20.084217;40.730717;-7.842747;32.194393;-4.7833657;15.2538805;-7.7699656;9.755053;-6.4183874;10.564498;-0.8134786;7.1103354;-1.5467689;1.5754623;-2.0561562;3.0858521;1.2905428;1.8571396;26;0.20991411282348194;0.6939416375464197;3.3058360308054153;4.0;27.0
703;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_17;0.27848816;0.07963556;0.27993488;4230.696638521972;4543.568769747795;9959.1064453125;52.57177734375;-193.43773;111.3351;-12.195579;31.553932;-2.1302457;32.225266;-7.8361874;13.585083;-7.8388686;8.34843;-11.301906;10.617488;-6.860653;1.8642304;-0.90982175;-0.6595502;-2.733381;5.093352;1.6123203;5.0011435;26;0.06712794108836373;0.7400380599493127;11.02429253677191;2.0;27.0
704;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_18;0.39909363;0.12701108;0.4509396;4084.44487746614;4493.080178869317;9340.02685546875;47.191162109375;-145.01723;100.51842;-20.537409;37.429302;-10.918269;30.805943;-11.562325;16.290653;-6.448801;15.951387;-4.048775;12.894572;-0.74883306;6.807535;-1.9683068;4.1430526;0.13908745;5.6808476;3.5417662;3.848653;26;0.52046186824624;0.6926090909974526;1.3307585689827457;14.0;27.0
705;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_19;0.35573578;0.108631514;0.433869;4129.918534122216;4439.905285714222;9396.551513671877;53.05615234375;-178.80034;92.61259;-21.170475;42.900257;-9.329235;31.356562;-9.119549;13.449203;-7.126236;14.578177;-4.001368;9.277328;-1.8077269;6.594465;0.39979145;3.8574524;-0.34548604;3.9574056;1.326346;0.50118744;26;0.4752076662748485;0.7073560494894274;1.488519861294304;10.0;27.0
708;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_22;0.2902832;0.069565654;0.5068369;5032.314138967604;4611.905920660931;10483.978271484377;76.826171875;-182.0033;78.9326;-16.303715;47.112053;-10.638911;30.62343;-10.9428425;15.693476;-9.32949;11.409655;-8.405342;8.242115;-2.9681306;5.927739;0.2284402;5.6628103;-0.34293103;1.7641903;-2.1884656;-0.8241418;26;0.6686457460159411;1.0;1.4955602513863284;8.0;27.0
709;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_23;0.39364624;0.124839395;0.47822258;4341.068630492538;4516.493892303781;9496.142578125;39.8033447265625;-162.49467;90.384834;-15.338818;48.79887;-4.0237894;36.61574;-6.7717733;18.778812;-1.3273271;15.549177;-5.492061;14.843128;4.0586023;7.644781;1.6614769;11.144864;3.5600476;1.1321896;-3.2520046;0.3230691;26;0.5927891143478083;0.7758313368475549;1.3087813491668638;16.0;27.0
711;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;2;v_Future Force - What You Want (Mark!'s Epic Vocal).wav;part_25;0.3700409;0.11160962;0.47351778;4514.373652843222;4565.119968365174;9765.3076171875;54.4229736328125;-181.92892;84.08001;-15.918899;45.40262;-8.231595;35.8933;-9.01605;14.708691;-5.6809664;13.288884;-5.5730295;12.450215;-0.5080922;6.9090185;2.7071102;6.9860134;1.3799133;1.9778519;-2.7929168;-1.3345199;26;0.5803166781455071;0.8320335901738182;1.4337578455141284;11.0;27.0
713;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_0;0.13342285;0.026402012;0.6010275;5115.432712520656;5097.004895837211;11942.852783203123;73.5584716796875;-330.7538;47.389233;7.2775903;46.11544;-7.4962797;35.65067;-0.93399966;24.4221;2.3135972;23.888922;-0.13526541;17.182377;-3.3145921;8.753255;8.463447;4.540984;-2.5353117;6.7510705;0.4765353;0.65396595;27;0.8933912729448483;1.0;1.1193303877972098;17.0;35.0
714;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_1;0.23820496;0.078564316;0.49235523;4494.709510344512;4935.722137377665;11078.8330078125;53.6181640625;-258.27603;69.98485;3.0589147;40.797455;-11.281609;37.7445;-0.9892553;27.397253;2.5245028;27.113325;-0.46913138;18.925568;-3.435245;9.493726;5.229482;4.68812;-1.8335004;7.012668;-0.21512856;0.6290794;27;0.6785840572572712;0.783423347686759;1.1544971316497348;16.0;35.0
715;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_2;0.30711365;0.08884929;0.2946107;4005.308064104356;4617.394877416671;9436.92626953125;41.3656005859375;-220.21477;89.83932;-14.811093;34.306103;-12.710345;32.816677;-5.5284886;20.651344;0.7594023;29.725355;4.3834414;23.446468;5.622301;12.162884;0.6888762;2.478761;-3.0612352;4.1205225;-2.4485404;-0.99025935;27;0.2877120168853486;0.61266619459121;2.129442493308695;8.0;35.0
716;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_3;0.3701477;0.09846414;0.29982513;4018.1600358495534;4420.972339957643;9175.836181640623;48.8056640625;-168.01285;98.227;-28.314495;22.946938;-24.585983;31.185877;-2.8651927;28.02304;-0.16062635;19.384905;0.16197467;22.15168;3.9006407;16.058989;-0.83413124;5.132113;-5.8522496;1.4967144;1.1654032;5.0469284;27;0.2980191282551375;0.6171503785341348;2.0708414998307942;9.0;35.0
717;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_4;0.29034424;0.07364567;0.23846617;4409.67976797556;4426.563379034557;9531.134033203123;64.413330078125;-171.60367;89.31514;-39.468277;11.675381;-32.098377;26.851845;-8.884965;26.124723;-1.064077;9.759843;-6.464896;23.811216;7.2145815;12.446276;-7.803593;3.1874547;-3.8564224;0.5005513;-2.4982898;7.891118;27;0.1767338421827531;0.7537556038602619;4.2649194661927545;4.0;35.0
719;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_6;0.2970276;0.08141957;0.34257162;4290.752965631856;4470.060657784215;9641.49169921875;63.2572021484375;-158.98912;102.3794;-26.176247;18.741924;-25.323418;28.877472;-12.95869;14.594691;-6.1613374;11.600946;-7.4981246;20.924896;0.6181949;7.54211;-12.773462;2.8170981;0.60932857;7.833504;-3.6575186;8.362763;27;0.3825140458391435;0.7122608302935265;1.8620514410941384;10.0;35.0
721;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_8;0.350029;0.10395948;0.47328007;4053.123160381972;4676.518469569817;9765.3076171875;45.952392578125;-184.37706;95.98258;-7.0847883;47.2987;-4.9495015;39.63712;-7.683524;21.932728;-4.4691663;22.170477;-5.767024;15.346304;-6.8254147;7.8630137;-1.3894045;3.521535;-0.40748534;5.7815633;-4.759686;0.05043783;27;0.6408791118429993;0.6293493690650114;0.9820094888959146;20.0;35.0
723;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_10;0.4148407;0.120178774;0.36645788;3418.1503803757096;4268.829399746077;8225.68359375;37.199951171875;-141.1923;126.75342;-14.985647;27.203527;-18.646736;30.081516;-9.57059;17.403822;-7.2974844;20.608154;-3.0547256;18.063517;-1.7252209;8.022399;-4.342708;1.0746359;-1.9901004;5.7518153;-0.951084;1.9928823;27;0.42972885973591346;0.4078008937999225;0.9489725545790277;21.0;35.0
724;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_11;0.36938477;0.1063828;0.3325854;3394.034416483407;4107.086356404243;7969.976806640625;41.9847412109375;-194.40492;122.40335;-13.3540535;31.445896;-19.19746;18.013716;-17.08055;9.877913;-3.497307;17.00332;-2.929681;11.701552;1.8582497;8.8512;-2.7790506;-0.92244;-0.45044953;6.372909;0.4300936;2.7605367;27;0.36277476816100535;0.3993865881822315;1.1009216275068425;18.0;35.0
725;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_12;0.20640564;0.049412787;0.2915628;4977.57779786532;5039.440408129389;11813.653564453123;79.46142578125;-226.26451;82.10295;-9.453086;28.108875;-12.591584;36.193302;-19.414465;16.001247;-5.705175;20.683567;-14.141614;12.059124;-11.326302;1.0291123;-2.7451751;-0.21196643;-6.043904;3.5733018;-4.071346;0.8952572;27;0.28168738049288006;0.9519010151121948;3.3792817180755996;5.0;35.0
726;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_13;0.28935242;0.08133629;0.21440655;4003.957621304789;4559.567254298461;9994.097900390623;52.6707763671875;-190.12715;104.21127;-18.980478;18.114752;-13.758586;37.277523;-13.155235;22.531471;-0.030337976;23.553764;-6.804308;18.68958;-1.5981425;4.7930074;-1.4607165;-1.1313626;-6.6143284;-1.1772499;-7.6022687;-0.30785182;27;0.12917635596569757;0.6121950113332852;4.73921877387416;3.0;35.0
727;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_14;0.4116211;0.12195136;0.30103678;3405.166737535799;4084.15958356679;7773.486328125;40.9661865234375;-136.57384;127.39523;-25.613646;23.178959;-17.46975;28.493752;-10.9252405;17.179768;-5.4787445;17.957354;-3.5604093;15.602563;-2.4985754;7.4172463;-4.0469165;2.00768;0.16219148;5.485169;-1.2564464;2.9770694;27;0.30041413815865614;0.40327076846991966;1.3423827884456703;12.0;35.0
729;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_16;0.23727417;0.0556103;0.28766364;4684.095445837223;4547.294917764777;10319.78759765625;74.2305908203125;-200.60269;86.92033;-39.682575;5.8042526;-24.197128;25.12688;-19.31964;12.657492;-6.2243047;12.218779;-13.537058;7.7638083;-12.367009;-0.91296434;-1.6833318;4.7043147;1.4937267;5.7760377;2.2800252;5.816533;27;0.27398009966475;0.8495020310039383;3.100597569105981;6.0;35.0
730;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_17;0.20354462;0.054692104;0.17184925;2627.9063215006845;2987.821162755504;4446.6064453125;48.2750244140625;-247.48883;130.96748;-52.629105;0.41746125;-14.577634;7.0371;-0.30125138;7.2535253;-2.3267906;2.7399921;-3.2109;5.9359937;-5.813474;0.8333202;0.62494254;4.7221355;4.7599835;8.14605;-1.7873904;-4.4040866;27;0.04505540109670561;0.13207668664677466;2.931428495404781;7.0;35.0
733;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_20;0.24674988;0.063790336;0.18649594;3633.6124247808098;4166.733591007005;8244.525146484375;58.90087890625;-199.3618;114.53887;-30.285013;9.549398;-19.96579;21.419132;-22.777355;11.763836;-8.405397;12.385994;-9.500417;16.38653;-4.6027775;2.400412;-1.2057284;-3.1327567;-4.4496775;1.9500235;-5.124672;0.9274029;27;0.07400680422778101;0.4829777973121928;6.526126919704099;2.0;35.0
734;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_21;0.32028198;0.08985491;0.26482254;3097.1396957603533;4044.5555727584056;7192.08984375;32.4892578125;-179.26506;130.71646;-17.809328;23.469765;-15.156992;23.607752;-15.19318;18.074705;-4.687581;18.889748;-2.6014981;18.055525;-2.3548102;5.9135084;0.9774399;1.8725243;-2.0790486;3.907386;-1.1994292;3.3429017;27;0.2288312029476619;0.29579699385379715;1.2926427429630374;13.0;35.0
735;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_22;0.3178177;0.0867216;0.3035137;3280.3314557178005;4024.860512327655;7415.496826171875;42.6719970703125;-164.71083;126.40237;-25.638103;31.206293;-15.012294;23.214128;-13.743012;14.357574;-3.7515147;16.336437;-2.1410482;14.351914;-4.0248303;5.2219734;0.16527934;1.6610758;-3.6508222;2.6540086;-1.0447997;2.0603595;27;0.30531014602414813;0.35971446618906844;1.1781936200725451;15.0;35.0
740;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_27;0.318779;0.08373994;0.14905545;4157.009621498503;4755.516626868952;10492.05322265625;53.6585693359375;-228.79562;100.91759;10.915364;28.087288;-37.87278;-0.8828463;-40.165493;-5.52769;-20.22976;8.557966;-10.454522;12.429004;-0.54559195;3.6880698;6.2041326;0.28359503;-1.761493;4.6862254;2.5117905;2.7138453;27;0.0;0.6655964142703609;inf;1.0;35.0
741;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_28;0.343338;0.09450455;0.2393419;3097.08223507427;4319.640768745374;8085.7177734375;38.0709228515625;-192.6175;130.73576;3.1755269;21.429605;-34.868896;10.398415;-28.385193;8.469612;-7.402256;21.30984;-1.5031157;17.245703;-0.8365661;1.0115328;1.2169377;-0.2834372;-0.7304939;7.214607;3.7913487;5.3946266;27;0.1784648552829127;0.29577694523472203;1.657340011095403;11.0;35.0
742;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_29;0.34695435;0.09305623;0.36910117;3542.6196033170627;4166.259970420815;8271.441650390625;47.1376953125;-159.95895;124.32851;-19.5915;26.231977;-25.487839;16.372564;-20.883265;11.715172;-6.9810395;15.864708;-4.8704596;12.551313;-1.0940446;3.4073336;-2.6102998;2.1376228;0.6363127;5.9494977;1.3173482;3.2531478;27;0.4349537231270509;0.4512294744074491;1.0374195010066485;19.0;35.0
744;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;4;v_Future Force - What You Want (Mark!'s Massive Vocal).wav;part_31;0.39318848;0.11627509;0.27829272;3180.527430359939;3868.6487848634224;7025.20751953125;39.9014892578125;-153.59503;130.00833;-28.91929;27.933567;-17.191217;24.973341;-7.2550545;17.281796;-1.7632619;11.821573;-6.73589;14.775705;2.3210263;5.088521;-3.8305821;3.8589392;2.5126016;4.6043954;-0.9665372;-0.3904798;27;0.25545705571222166;0.3248918244324653;1.2718060322376201;14.0;35.0
750;v_Future Force - What You Want (Richie Jones Club Mix).wav;4;v_Future Force - What You Want (Richie Jones Club Mix).wav;part_2;0.39578247;0.09563195;0.49223667;4275.982361105009;4541.41614152497;9913.348388671877;48.3199462890625;-247.44084;80.01188;-10.106676;49.61671;-2.3731115;35.5888;5.87667;26.94516;3.5492144;20.130325;6.94984;14.03606;1.5406665;6.8210187;1.2472552;3.2777264;0.91043156;7.471646;5.7368956;3.7407622;28;0.761771519650356;0.7702883625767059;1.0111803115588502;16.0;35.0
751;v_Future Force - What You Want (Richie Jones Club Mix).wav;4;v_Future Force - What You Want (Richie Jones Club Mix).wav;part_3;0.39990234;0.09740144;0.49417385;4069.656545760472;4477.936484957968;9611.883544921877;47.4776611328125;-233.05318;90.61902;-10.932728;43.535244;-6.5684443;35.238216;6.032089;26.262318;2.6315491;18.926197;5.5353165;13.367715;1.5819732;7.086282;1.4504592;2.4320643;-0.8292539;4.349594;2.1395214;-0.1676481;28;0.7666360050922437;0.7090891529536814;0.9249358864489567;21.0;35.0
755;v_Future Force - What You Want (Richie Jones Club Mix).wav;4;v_Future Force - What You Want (Richie Jones Club Mix).wav;part_7;0.2154541;0.034411445;0.21701339;5050.427671386575;4418.340317761502;10397.845458984377;97.4127197265625;-234.61346;65.98181;-52.980385;6.560255;-31.871326;22.597908;-16.766193;11.527761;-9.277259;7.805516;-10.314032;6.280985;-1.4189837;5.3433113;-4.861986;-0.76821434;-4.093168;9.640472;7.7586026;9.236712;28;0.07065368918103111;1.0;14.153542604658172;3.0;35.0
756;v_Future Force - What You Want (Richie Jones Club Mix).wav;4;v_Future Force - What You Want (Richie Jones Club Mix).wav;part_8;0.14674377;0.040058404;0.19137193;1945.1216838610112;2527.223250182124;4080.5419921875;28.6490478515625;-292.40988;176.98709;-30.228174;42.595287;10.4495945;-0.22479433;2.5341988;1.5181323;-1.5123173;1.9547228;-6.412069;-5.0968266;-6.114509;-5.566716;-2.5926726;-6.314262;-3.4009817;-0.71116734;-1.3799902;-1.0589647;28;0.0062649855609522385;0.07892150210644017;12.597236073189704;4.0;35.0
757;v_Future Force - What You Want (Richie Jones Club Mix).wav;4;v_Future Force - What You Want (Richie Jones Club Mix).wav;part_9;0.34156036;0.093952045;0.19767791;3417.896809769753;4045.314878929552;8050.726318359375;44.599365234375;-190.47997;132.56549;-20.611021;34.14272;-6.3155975;27.904823;-4.4255657;19.1487;-0.17125997;9.912126;-6.2196336;4.53189;-9.1375065;-0.3326078;-1.5439253;5.5829606;2.5221372;3.722874;-3.8653483;-3.5701048;28;0.022100038528066666;0.515767824548233;23.33786992693324;2.0;35.0
759;v_Future Force - What You Want (Richie Jones Club Mix).wav;4;v_Future Force - What You Want (Richie Jones Club Mix).wav;part_11;0.40463257;0.101113096;0.3841685;3704.9511120820816;4482.853050178871;9200.06103515625;45.23193359375;-210.52815;105.18853;3.0712821;48.53903;-6.62657;32.825874;-6.849023;18.6978;-3.7775679;11.758276;-1.6235813;12.541687;-1.2942814;5.7818575;1.0650517;3.9605577;1.7439114;3.1833255;0.25928396;0.16468117;28;0.49039971130191196;0.6009122665613076;1.225351999017306;8.0;35.0
760;v_Future Force - What You Want (Richie Jones Club Mix).wav;4;v_Future Force - What You Want (Richie Jones Club Mix).wav;part_12;0.4312744;0.11585723;0.37926745;3406.2324362061354;4176.366807016731;8314.508056640625;43.4603271484375;-180.04076;120.59287;-11.403865;43.555733;-5.121113;33.053123;-7.656698;19.423622;-2.259584;13.693782;-1.394543;7.3129683;-3.702297;5.0392833;-0.1858938;0.49124852;-2.7759163;-1.3870002;-3.0362427;-1.4573283;28;0.47809260180513646;0.512308003286172;1.0715664734234502;15.0;35.0
761;v_Future Force - What You Want (Richie Jones Club Mix).wav;4;v_Future Force - What You Want (Richie Jones Club Mix).wav;part_13;0.4150238;0.11339336;0.35763592;3303.4278321233014;3994.5801995832567;7652.362060546875;41.9036865234375;-151.33572;129.99054;-23.419722;33.513706;-7.361957;29.03511;-12.608768;16.271145;-5.5948505;11.99205;-2.5997667;8.81179;-4.678104;3.621671;-2.2590756;0.51700926;0.4442653;3.010149;0.17036405;1.934652;28;0.42377330118735396;0.4818146764818101;1.136963265811773;12.0;35.0
762;v_Future Force - What You Want (Richie Jones Club Mix).wav;4;v_Future Force - What You Want (Richie Jones Club Mix).wav;part_14;0.41807556;0.107908115;0.37238973;3561.721859034208;4148.67492201044;8400.640869140625;43.3790283203125;-179.0758;121.66225;-17.018051;47.136986;1.0045749;32.757584;-8.936726;18.881441;-4.231005;11.277316;-3.802142;3.5007932;-2.3089173;4.0489492;-1.8409749;-2.082317;-0.70134974;1.2234129;1.1172589;1.4586961;28;0.46082184285997924;0.5584284064258768;1.2118097591905064;9.0;35.0
763;v_Future Force - What You Want (Richie Jones Club Mix).wav;4;v_Future Force - What You Want (Richie Jones Club Mix).wav;part_15;0.39318848;0.10360203;0.36778936;3502.974862304044;4295.991356503837;8554.06494140625;43.6702880859375;-197.9168;112.65758;-1.9654659;47.383324;-0.52384144;34.54165;-10.01137;16.17709;-2.0125453;13.774905;-3.345204;7.4412103;-4.9075828;4.785371;0.3554836;1.9367436;1.0112656;3.372057;1.2770454;0.13905764;28;0.44926977599355666;0.5410032007548907;1.2041833874946657;10.0;35.0
764;v_Future Force - What You Want (Richie Jones Club Mix).wav;4;v_Future Force - What You Want (Richie Jones Club Mix).wav;part_16;0.40048218;0.111922905;0.37378225;3168.2644241230496;4037.196392413684;7773.486328125;40.6990966796875;-181.65033;126.83819;-14.929098;39.454815;-3.236963;32.97345;-5.4152055;18.749249;-2.1700602;12.338742;-2.7218807;5.682876;-5.164668;4.1903124;-0.049859576;0.77218336;-0.5037075;0.47559926;-0.7457771;-0.91338325;28;0.4643186233695537;0.4417232622021339;0.95133651757613;19.0;35.0
765;v_Future Force - What You Want (Richie Jones Club Mix).wav;4;v_Future Force - What You Want (Richie Jones Club Mix).wav;part_17;0.43575287;0.11725725;0.3721237;3182.9779715308487;3905.0034502302105;7334.747314453125;42.6165771484375;-151.05359;131.57805;-24.60919;33.20873;-7.523339;29.925785;-11.738758;16.022976;-4.6473627;11.284596;-3.7913399;7.3208385;-4.9717484;3.5413487;-1.4865898;0.24806824;0.804997;3.896808;0.89482206;2.000451;28;0.46015381043031073;0.44608751235960725;0.9694313124180164;18.0;35.0
767;v_Future Force - What You Want (Richie Jones Club Mix).wav;4;v_Future Force - What You Want (Richie Jones Club Mix).wav;part_19;0.41792297;0.11039437;0.34210032;3179.336912161433;4002.613556995995;7582.379150390625;37.20556640625;-176.29784;128.05756;-11.579084;37.49497;-10.571616;30.238844;-8.213104;18.4138;-2.3386116;10.744698;-3.2779305;7.7764573;-7.6888247;1.2863628;-0.8699801;3.970319;2.6528294;2.562918;1.0569285;1.2142113;28;0.3847615934312396;0.4450075216893818;1.1565798907341012;11.0;35.0
768;v_Future Force - What You Want (Richie Jones Club Mix).wav;4;v_Future Force - What You Want (Richie Jones Club Mix).wav;part_20;0.28770447;0.090448745;0.18887703;2718.753781787864;3441.3962482936768;5447.900390625;40.9410400390625;-202.18745;141.7217;-24.878016;30.549398;-5.6561303;24.770472;-0.2167321;14.067937;-4.988847;3.632998;-9.9974;1.5535098;-7.335336;-1.5850438;-1.9621551;-0.3435224;1.7059091;3.258473;-1.5594982;-1.1431965;28;0.0;0.3083919290283678;inf;1.0;35.0
